name,address_street,address_suite,address_zip,inspection_date,inspection_score,inspection_type
EATZIS GRILL AREA,5600 W LOVERS LN,136,75209,2014-10-01,92,routine
EATZIS GROCERY(COFFEE) AREA,5600 W LOVERS LN,136,75209,2014-10-01,100,routine
TIME OUT TAVERN,5101 W LOVERS LN,,75209,2014-10-01,94,routine
7-ELEVEN #35648,3020 N HAMPTON RD,,75212,2014-10-01,96,routine
CHURCH'S CHICKEN,2019 SINGLETON BLVD,,75212,2014-10-01,82,routine
JERRY'S SUPERMARKET,1719 SINGLETON BLVD,,75212,2014-10-01,89,routine
ODOMS' BBQ,1971 SINGLETON BLVD,,75212,2014-10-01,83,routine
WHOLE FOODS MARKET (DELI),2118 ABRAMS RD,,75214,2014-10-01,100,routine
WHOLE FOODS MARKET/BAKERY,2118 ABRAMS RD,,75214,2014-10-01,100,routine
WHOLEFOODS MARKET/CHEESE,2118 ABRAMS RD,,75214,2014-10-01,100,routine
WHOLEFOODS MARKET/COFFEE BAR,2118 ABRAMS RD,,75214,2014-10-01,94,routine
WHOLEFOODS MARKET/KITCHEN,2118 ABRAMS RD,,75214,2014-10-01,94,routine
WHOLEFOODS MARKET/MEAT SMOKEHOUSE,2118 ABRAMS RD,,75214,2014-10-01,94,routine
WHOLEFOODS MARKET/SEAFOOD,2118 ABRAMS RD,,75214,2014-10-01,97,routine
MINYARD'S #20 - GROCERY,10121 LAKE JUNE RD,,75217,2014-10-01,96,routine
MINYARD'S #20 - PRODUCE,10121 LAKE JUNE RD,,75217,2014-10-01,96,routine
MINYARD'S #20 DELI/BAKERY,10121 LAKE JUNE RD,,75217,2014-10-01,91,routine
MINYARD'S #20 MEAT MKT,10121 LAKE JUNE RD,,75217,2014-10-01,93,routine
NEW RUSH HOUR FOOD MART GROCERY,8912 LAKE JUNE RD,,75217,2014-10-01,90,routine
MCDONALDS,11217 GARLAND RD,,75218,2014-10-01,90,routine
MCDONALDS,9403 GARLAND RD,,75218,2014-10-01,94,routine
HAMBURGER MAN,3930 CEDAR SPRINGS RD,100,75219,2014-10-01,91,routine
HUNKY'S,3930 CEDAR SPRINGS RD,,75219,2014-10-01,75,routine
ZAGUAN BAKERY & CAFE,2604 OAK LAWN AVE,,75219,2014-10-01,81,routine
A TO Z FOOD MART,2120 N ST AUGUSTINE RD,#130,75227,2014-10-01,96,routine
JACK LOWE ELEMENTARY,7000 HOLLY HILL DR,,75231,2014-10-01,94,routine
CAMPISI'S,8008 CEDAR SPRINGS RD,C2077,75235,2014-10-01,93,routine
HIGHLAND MEADOWS ELEM SCH,8939 WHITEWING LN,,75238,2014-10-01,94,routine
SUPER TARGET #1775 BAKERY,16731 COIT RD,,75248,2014-10-01,97,routine
BANANA LEAF,17370 PRESTON RD,#500,75252,2014-10-01,74,routine
JACK IN THE BOX #3733,18220 DALLAS PKWY,,75287,2014-10-01,100,routine
JAMES BOWIE ELEM SCHOOL - KITCHEN,330 N MARSALIS AVE,,75203,2014-10-02,87,routine
PEAK PREPARATORY-PRIMARY SCHOOL,1474 ANNEX AVE,,75204,2014-10-02,100,routine
PEAK ACADEMY,4600 BRYAN ST,1,75204,2014-10-02,96,routine
PEAK ACADEMY CHARTER SC,4600 BRYAN ST,3,75204,2014-10-02,100,routine
STATE FAIR OF TEXAS,1610 FUN WAY,,75210,2014-10-02,93,routine
LA NUEVA PUNTADA,801 HILLBURN DR,,75217,2014-10-02,80,routine
MANNA FOOD STORE,7010 BRUTON RD,,75217,2014-10-02,83,routine
TOP MART,7047 BRUTON RD,,75217,2014-10-02,94,routine
A SANDWICH SHOP,8333 DOUGLAS AVE,#C140,75225,2014-10-02,88,routine
CAFE GOURMET ON THE GO,8115 PRESTON RD,#140,75225,2014-10-02,92,routine
FLYING FISH,6126 LUTHER LN,#B,75225,2014-10-02,82,routine
PARK CITY CLUB,5956 SHERRY LN,#1700,75225,2014-10-02,91,routine
VELASQUEZ CONCESSIONS,0 FAIR PARK,,75226,2014-10-02,92,routine
"WEISS ENTERPRISES, INC",1001 FIRST AVE,,75226,2014-10-02,93,routine
FAMILY DOLLAR #6837,4421 W KIEST BLVD,,75236,2014-10-02,89,routine
RACETRAC PETROLEUM #476,6675 CEDAR RIDGE DR,,75236,2014-10-02,88,routine
13551 VILLAGES OF LAKE HIGH-KITCHEN,8615 LULLWATER DR,,75238,2014-10-02,94,routine
6727 VILLAGES OF LAKE HIGH-SERVERIES,8615 LULLWATER DR,,75238,2014-10-02,94,routine
HIGHLAND OAKS CHURCH OF CHRIST,10805 WALNUT HILL LN,,75238,2014-10-02,94,routine
HIGHLAND OAKS CHURCH OF CHRIST/FELLOWSHIP HALL,10805 WALNUT HILL LN,,75238,2014-10-02,94,routine
PAPA WADY,11277 E NORTHWEST HWY,123-B,75238,2014-10-02,91,routine
U S ONE STOP FOOD MART,12909 JUPITER RD,,75238,2014-10-02,90,routine
MS DAISY'S FISH & CAJUN RESTAURANT,5555 PRESTON OAKS RD,#5,75240,2014-10-02,84,routine
NORTHWOOD 19TH HOLE KITCHEN/BAR,6524 ALPHA RD,,75240,2014-10-02,87,routine
NORTHWOOD CLUB FITNESS FACILITY,6524 ALPHA RD,,75240,2014-10-02,76,routine
NORTHWOOD MAIN KITCHEN/BAKERY/MEAT,6524 ALPHA RD,,75240,2014-10-02,83,routine
RAFAIN BRAZILIAN CHURRASCARIA,18010 N DALLAS PKWY,,75240,2014-10-02,79,routine
TORTAS LA HECHIZERA,13531 MONTFORT DR,#127,75240,2014-10-02,86,routine
ZARAGOZA ELEMENTARYSCHOOL,4550 WORTH ST,,75246,2014-10-02,100,routine
MURPHY'S DELI,15950 DALLAS PKWY,#150,75248,2014-10-02,82,routine
KWIK PIK FOOD STORES,17610 MIDWAY RD,#101,75252,2014-10-02,94,routine
HAYNES AND BOONE CONFERENCE CATERING,2323 VICTORY PARK LN,600,75202,2014-10-03,97,routine
HAYNES AND BOONE EMPLOYEE BREAKROOM,2323 VICTORY PARK LN,600,75202,2014-10-03,97,routine
GREENVILLE BAR & GRILL,2817 GREENVILLE AVE,,75206,2014-10-03,85,routine
BLUE GOOSE CANTINA,2901 GREENVILLE AVE,,75206,2014-10-03,81,routine
DODIES REEF,2821 GREENVILLE AVE,,75206,2014-10-03,86,routine
TERILLIS RESTAURANT & BAR,2815 GREENVILLE AVE,,75206,2014-10-03,84,routine
CICI'S PIZZA RESTAURANT,4398 DALLAS FT WORTH TPKE,102,75208,2014-10-03,94,routine
BONA PIZZA @ LOVERS,4218 W LOVERS LN,A,75209,2014-10-03,92,routine
INWOOD THEATRE CONCESSION,5458 W LOVERS LN,,75209,2014-10-03,91,routine
JERSEY MIKE'S SUBS,5301 W LOVERS LN,108,75209,2014-10-03,97,routine
MARIO'S MEXICAN & SALVADORIAN,5404 LEMMON AVE,,75209,2014-10-03,87,routine
THE JUICE BAR,5560 W LOVERS LN,243,75209,2014-10-03,93,routine
ZIO CECIO,4615 W LOVERS LN,,75209,2014-10-03,94,routine
:13677 BURGER KING,1550 N COCKRELL HILL RD,,75211,2014-10-03,83,routine
COMFORT SUITES,4275 DALLAS FT WORTH TPKE,,75211,2014-10-03,94,routine
IHOP,4333 DALLAS FT WORTH TPKE,,75211,2014-10-03,89,routine
LUCKY RICE,1515 N COCKRELL HILL RD,#110,75211,2014-10-03,80,routine
SUBWAY SANDWICHES,1515 N COCKRELL HILL RD,#114,75211,2014-10-03,88,routine
DOLLAR TREE #03183,4430 DALLAS FT WORTH TPKE,,75212,2014-10-03,92,routine
313 STORE,2524 S LANCASTER RD,,75216,2014-10-03,90,routine
313 STORE,2524 S LANCASTER RD,,75216,2014-10-03,90,routine
ART251 TRINITY RIVER,6500 S LOOP 12,,75217,2014-10-03,96,routine
BECKS PRIME OAK LAWN,4002 OAK LAWN AVE,,75219,2014-10-03,88,routine
TACO BUENO #3013,3950 LEMMON AVE,,75219,2014-10-03,81,routine
HUMPERDINK'S,2208 W NORTHWEST HWY,,75220,2014-10-03,94,routine
WHATABURGER #604,3710 W NORTHWEST HWY,,75220,2014-10-03,85,routine
MINYARD FOOD STORES/DELI,8040 FERGUSON RD,,75228,2014-10-03,85,routine
MINYARD FOOD STORES/MEAT DEPT.,8040 FERGUSON RD,,75228,2014-10-03,85,routine
MINYARD FOOD STORES/PRODUCE,8040 FERGUSON RD,,75228,2014-10-03,86,routine
MINYARD'S #03 BAKERY,8040 FERGUSON RD,,75228,2014-10-03,84,routine
MINYARD'S #03 GROCERY,8040 FERGUSON RD,,75228,2014-10-03,95,routine
FOREST DONUT,7726 FOREST LN,,75230,2014-10-03,80,routine
MATTITO'S TEX MEX,7778 FOREST LN,,75230,2014-10-03,80,routine
RACETRAC PETROLEUM #498,2506 INWOOD RD,,75235,2014-10-03,97,routine
SUBWAY,2555 INWOOD RD,139,75235,2014-10-03,100,routine
LA MICHOACANA MEAT MARKET - MEAT,8282 W SPRING VALLEY RD,,75240,2014-10-03,91,routine
LA MICHOACANA MEAT MARKET BAKERY,8282 W SPRING VALLEY RD,,75240,2014-10-03,91,routine
LA MICHOACANA MEAT MARKET TAQUERIA DELI,8282 W SPRING VALLEY RD,,75240,2014-10-03,91,routine
LA MICHOACANA MEAT MARKET/GROCERY,8282 W SPRING VALLEY RD,,75240,2014-10-03,90,routine
AMERICAN DOLLAR +,9770 FOREST LN,,75243,2014-10-03,97,routine
ALDI TEXAS LLC #30,9779 FOREST LN,#111,75243,2014-10-03,93,routine
BRAUM'S ICE CREAM #257,9755 GREENVILLE AVE,,75243,2014-10-03,85,routine
TATTY'S FRESH TEX MEX,8131 FOREST LN,,75243,2014-10-03,86,routine
YOU SAVE MART,9205 SKILLMAN ST,125,75243,2014-10-03,89,routine
CENTRAL CAFE,12712 PARK CENTRAL DR,#B100,75251,2014-10-03,80,routine
LA QUINTA INN LBJ,7815 LBJ FRWY,#A,75251,2014-10-03,77,routine
A PLUS DRIVE IN,4407 W MOCKINGBIRD LN,,75209,2014-10-04,100,routine
ANGELA'S CAFE & DELI,7979 INWOOD RD,#121,75209,2014-10-04,88,routine
JENNY CRAIG #619,5301 W LOVERS LN,#106,75209,2014-10-04,100,routine
STOP & SHOP #2,5328 LEMMON AVE,,752096384,2014-10-04,97,routine
GINGER THAI RESTAURANT,6434 E MOCKINGBIRD LN,#111,75214,2014-10-04,85,routine
LAKEWOOD GROWLER,6448 E MOCKINGBIRD LN,,75214,2014-10-04,97,routine
LOVER'S PIZZA & PASTA,6434 E MOCKINGBIRD LN,#113,75214,2014-10-04,93,routine
OLIVELLAS LAKEWOOD,6465 E MOCKINGBIRD LN,525,75214,2014-10-04,94,routine
PACIUGO LAKEWOOD,2113 ABRAMS RD,,75214,2014-10-04,97,routine
FIESTA MART #74 BAKERY,11445 GARLAND RD,,75218,2014-10-04,94,routine
FIESTA MART #74 DELI,11445 GARLAND RD,,75218,2014-10-04,90,routine
FIESTA MART #74 GROCERY/ PRODUCE,11445 GARLAND RD,,75218,2014-10-04,100,routine
FIESTA MART #74 MEAT/SEAFOOD,11445 GARLAND RD,,75218,2014-10-04,97,routine
FRUTERIA Y NEVERIA EL CHIROLO,10724 GARLAND RD,1,75218,2014-10-04,92,routine
TIPICO'S,3118 W NORTHWEST HWY,,75220,2014-10-04,88,routine
FIREPLACE LOUNGE,3122 SAMUELL BLVD,,75223,2014-10-04,100,routine
LA ESPERANZA,10724 GARLAND RD,#92,75227,2014-10-04,100,routine
LEILANIS RESTAURANT,9334 E RL THORNTON FRWY,G-1,75228,2014-10-04,92,routine
POST TIME,3650 N BUCKNER BLVD,#100,75228,2014-10-04,94,routine
SUPER 8 MOTEL,8901 E RL THORNTON FRWY,,75228,2014-10-04,83,routine
ANGIE STORE & TAQUERIA,8515 DENTON DR,,75235,2014-10-04,100,routine
IHOP,1626 W MOCKINGBIRD LN,,75235,2014-10-04,91,routine
JIMMY JOHNS GOUMET SANDWICHES,1810 W MOCKINGBIRD LN,,75235,2014-10-04,97,routine
LA JAVITA RESTAURANT,6839 HARRY HINES BLVD,,75235,2014-10-04,88,routine
PINE CREEK MEDICAL CNTR,9032 HARRY HINES BLVD,,75235,2014-10-04,97,routine
RESTAURANT & BAR RINCON HUASTECO,2115 W LOVERS LN,5 FL,75235,2014-10-04,90,routine
RESTAURANTE EL SALVADORENO,8414 DENTON DR,,75235,2014-10-04,90,routine
TOPCAT,7304 HARRY HINES BLVD,,75235,2014-10-04,85,routine
KFC,6130 E MOCKINGBIRD LN,,75206,2014-10-05,90,routine
7-11,2129 ABRAMS RD,,75214,2014-10-05,89,routine
ALDI FOOD STORE #35,5828 ABRAMS RD,,75214,2014-10-05,100,routine
BAKE AND PLAY CAFE,6434 E MOCKINGBIRD LN,#105,75214,2014-10-05,93,routine
BURGER HOUSE,6248 E MOCKINGBIRD LN,,75214,2014-10-05,94,routine
CVS PHARMACY,6120 E MOCKINGBIRD LN,,75214,2014-10-05,97,routine
JACK IN THE BOX #727,6308 GASTON AVE,,75214,2014-10-05,91,routine
JERRY'S WOOD FIRED DOGS,6340 GASTON AVE,,75214,2014-10-05,97,routine
LIBERTY BURGER,1904 ABRAMS RD,#201,75214,2014-10-05,97,routine
LION FOOD MART,7272 GASTON AVE,,75214,2014-10-05,97,routine
LOTA'S GOAT,7248 GASTON AVE,,75214,2014-10-05,97,routine
LUBY'S CAFETERIA #196,6221 E MOCKINGBIRD LN,,75214,2014-10-05,93,routine
PAPA JOHN'S PIZZA #1234,6324 GASTON AVE,,75214,2014-10-05,97,routine
PENNE POMODORO,1924 ABRAMS PKWY,,75214,2014-10-05,94,routine
SUBWAY,7324 GASTON AVE,#115,75214,2014-10-05,97,routine
TACO JOINT,6434 E MOCKINGBIRD LN,#101,75214,2014-10-05,90,routine
TCBY,6402 E MOCKINGBIRD LN,,75214,2014-10-05,90,routine
WHIP IN GROCERY,7233 GASTON AVE,,75214,2014-10-05,100,routine
YUMILICIOUS FROZEN YOGURT,1910 ABRAMS PKWY,,75214,2014-10-05,91,routine
ASMARA GROCERY,5338 LINDSLEY AVE,,75223,2014-10-05,94,routine
MARISCOS EL RIO,3620 S BUCKNER BLVD,,75227,2014-10-05,81,routine
BENGAL FOOD STORE,3003 S BUCKNER BLVD,,75227,2014-10-05,93,routine
BURGER KING,3004 S BUCKNER BLVD,,75227,2014-10-05,97,routine
EGG ROLL WOK,2264 S BUCKNER BLVD,,75227,2014-10-05,88,routine
HALLS CHICKEN SHACK,2327 S BUCKNER BLVD,,75227,2014-10-05,86,routine
SAV-MOR FOOD STORE,3510 S BUCKNER BLVD,A,75227,2014-10-05,96,routine
HARDEMAN'S BBQ & CATERING,618 S WESTMORELAND RD,,75211,2014-10-06,89,routine
JACK IN THE BOX #729,1020 S WESTMORELAND RD,,75211,2014-10-06,88,routine
M & M FOOD STORE,3223 N WESTMORELAND RD,,75212,2014-10-06,94,routine
MINYARD SUN FRESH MARKET MEAT/SEAFOOD,6464 E MOCKINGBIRD LN,,75214,2014-10-06,90,routine
ALBERTSON'S #4132 DELI,6464 E MOCKINGBIRD LN,,75214,2014-10-06,90,routine
DOLLAR TREE,6465 E MOCKINGBIRD LN,#370,75214,2014-10-06,100,routine
LAKEWOOD'S 1ST & 10,6465 E MOCKINGBIRD LN,#316,75214,2014-10-06,87,routine
MINYARD SUN FRESH MARKET BAKERY,6464 E MOCKINGBIRD LN,,75214,2014-10-06,94,routine
MINYARD SUN FRESH MARKET GROCERY,6464 E MOCKINGBIRD LN,,75214,2014-10-06,97,routine
EL RIO GRANDE SUPERMARKET #7 - MEAT,10325 LAKE JUNE RD,#400,75217,2014-10-06,86,routine
