name,address_street,address_suite,address_zip,inspection_date,inspection_score,inspection_type
TIENDA Y PUPUSERIA LA CENTRAL,2220 HIGHLAND RD,B,75228,2014-04-06,88,routine
MIDWAY FOOD MART,19004 MIDWAY RD,,75252,2014-04-06,90,routine
VAIL DONUTS,3855 FRANKFORD RD,#104,75287,2014-04-06,94,routine
BUY LOW FOOD CHUPACABRAS,4825 ROSS AVE,,75204,2014-04-07,89,routine
BUZZBREWS,4154 N CENTRAL EXPW,,75204,2014-04-07,76,follow-up
FIESTA MART #71 (BAKERY),3434 W ILLINOIS AVE,,75211,2014-04-07,97,routine
FIESTA MART #71 (COLD DELI),3434 W ILLINOIS AVE,,75211,2014-04-07,89,routine
FIESTA MART #71 (GROCERY),3434 W ILLINOIS AVE,,75211,2014-04-07,93,routine
FIESTA MART #71 (HOT DELI),3434 W ILLINOIS AVE,,75211,2014-04-07,83,routine
FIESTA MART #71 (MEAT),3434 W ILLINOIS AVE,,75211,2014-04-07,85,routine
FIESTA MART #71 (PRODUCE),3434 W ILLINOIS AVE,,75211,2014-04-07,90,routine
FIESTA MART #71 (SEAFOOD),3434 W ILLINOIS AVE,,75211,2014-04-07,84,routine
H GRADY SPRUCE HIGH,9733 S SEAGOVILLE RD,,75217,2014-04-07,96,routine
SONIC DRIVE IN,8126 LAKE JUNE RD,,75217,2014-04-07,93,routine
FERNANDO'S MEXICAN CUISINE,4347 W NORTHWEST HWY,#100,75220,2014-04-07,87,routine
FAST WOK,9730 WEBB CHAPEL RD,,75220,2014-04-07,82,routine
MCALISTER'S DELI,4235 W NORTHWEST HWY,#800,75220,2014-04-07,89,routine
THE ORIGINAL PANCAKE HOUS,4343 W NORTHWEST HWY,#375,75220,2014-04-07,74,routine
WHATABURGER #604,3710 W NORTHWEST HWY,,75220,2014-04-07,83,routine
FRIENDSHIP WEST BAPTIST,2020 W WHEATLAND RD,,75224,2014-04-07,97,routine
BLACK JACK PIZZA,2120 N ST AUGUSTINE RD,#100,75227,2014-04-07,86,routine
BLACK JACK PIZZA,2120 N ST AUGUSTINE RD,#100,75227,2014-04-07,86,routine
E H CARY JR HIGH,3978 KILLION DR,,75229,2014-04-07,92,routine
ARTHUR KRAMER ELEMENTARY,7131 MIDBURY DR,,75230,2014-04-07,90,routine
JEWISH COMMUNITY CENTER,7900 NORTHAVEN RD,,75230,2014-04-07,94,routine
RELIANT REHABILITATION HOSPITAL DALLAS,7930 NORTHAVEN RD,,75230,2014-04-07,90,routine
FIVE STAR PREMIER RESIDENCES OF DAL,5455 LA SIERRA DR,,75231,2014-04-07,82,routine
SUBWAY SANDWICHES,6760 ABRAMS RD,#109,75231,2014-04-07,91,routine
TAQUERIAS EMMANUEL,9415 S RL THORNTON FRWY,#B,75232,2014-04-07,90,routine
BIRDIE ALEXANDER ELEMENTARY,1830 GOLDWOOD DR,,75232,2014-04-07,97,routine
DALLAS DINNER DONUTS,10515 E NORTHWEST HWY,,75238,2014-04-07,84,routine
MCDONALDS,10695 E NORTHWEST HWY,,75238,2014-04-07,91,routine
RADISSON HOTEL,11350 LBJ FRWY,,75238,2014-04-07,88,routine
7 - ELEVEN,9230 SKILLMAN ST,#201,75243,2014-04-07,94,routine
CK BILLIARD'S,9247 SKILLMAN ST,#105,75243,2014-04-07,90,routine
MURPHY'S RESTAURANTE,8989 FOREST LN,#100,75243,2014-04-07,87,routine
RAZOO'S CAJUN CAFE,13949 N CENTRAL EXPW,,75243,2014-04-07,87,routine
WALNUT FOOD MART,9790 WALNUT ST,,75243,2014-04-07,77,follow-up
7-11 #20071,5242 MEADOW CREEK DR,,75248,2014-04-07,90,routine
7-11 #22948,5403 ARAPAHO RD,,75248,2014-04-07,80,routine
STATE FARM CAFE,17301 PRESTON RD,,75248,2014-04-07,93,routine
GREAT OUTDOORS,19129 PRESTON RD,160,75252,2014-04-07,94,routine
PRESTON PLAZA CAFE & AT YOUR SERVICE CATERING,17950 PRESTON RD,#150,75252,2014-04-07,87,routine
VALERO CORNER STORE #2117,19109 PRESTON RD,,75252,2014-04-07,84,routine
YOKOHAMA JAPANESE RESTAURANT,19009 PRESTON RD,115,75252,2014-04-07,86,routine
CHURCH'S CHICKEN,14115 COIT RD,,75254,2014-04-07,82,routine
SEATTLE'S BEST COFFEE #19001,3560 FRANKFORD RD,,75287,2014-04-07,94,routine
BABOUSH,3636 MCKINNEY AVE,160,75204,2014-04-08,91,routine
LA VICTORIA RESTAURANT,1605 N HASKELL AVE,,75204,2014-04-08,94,routine
LUCIA,408 W EIGHTH ST,101,75208,2014-04-08,97,routine
BOULEVARDIER,408 N BISHOP AVE,108,75208,2014-04-08,88,routine
CESAR'S TACOS,1106 W DAVIS ST,,75208,2014-04-08,61,routine
ESPUMOSO,408 N BISHOP AVE,#105,75208,2014-04-08,91,routine
THAI & PHO 88,312 W SEVENTH ST,,75208,2014-04-08,75,routine
THE EMPORIUM-PURVEYORS OF FINE PIES,314 N BISHOP AVE,,75208,2014-04-08,97,routine
ZOLI'S NY PIZZA TAVERN,202 W DAVIS ST,,75208,2014-04-08,88,routine
JULIO'S CHICKEN & FISH,4833 SCYENE RD,,75210,2014-04-08,94,follow-up
DOCTORS DINING AREA,7777 FOREST LN,,75211,2014-04-08,97,routine
FRED FLORENCE MIDDLE SCHOOL,1625 N MASTERS DR,,75216,2014-04-08,97,routine
AUNT MARY'S SNACK BAR,7815 GREAT TRINITY FOREST WAY,,75217,2014-04-08,91,routine
B-Z SHOP FOOD STORE #2,7036 S LOOP 12,,75217,2014-04-08,89,routine
YUMMY YUMMY RESTAURANT,8224 LAKE JUNE RD,,75217,2014-04-08,92,follow-up
EL PAISANO,305 S CARROLL AVE,100,75226,2014-04-08,96,routine
COLUMBIA HOSPITAL,7777 FOREST LN,,75230,2014-04-08,90,routine
MEDICAL CITY KITCHEN BLDG E,7777 FOREST LN,E2077,75230,2014-04-08,97,routine
MICO'S TEX-MEX GRILL,7777 FOREST LN,#A-72,75230,2014-04-08,90,routine
CHINA KITCHEN,6878 SHADY BROOK LN,,75231,2014-04-08,80,routine
SUPER JUMBO BUFFET,8139 PARK LN,,75231,2014-04-08,90,routine
CIRCLE K EXPRESS,9616 AUDELIA RD,,75238,2014-04-08,94,routine
LAKE HIGHLAND DONUTS,9661 AUDELIA RD,107,75238,2014-04-08,90,routine
MEEZ FOOD MART,10020 ROYAL LN,,75238,2014-04-08,80,routine
NEIGHBORS CAFE,9661 AUDELIA RD,#105,75238,2014-04-08,94,routine
DOLLAR GENERAL #852,9035 FOREST LN,#101,75243,2014-04-08,93,routine
FLAMING CHEESE SAGANAKI GREEK,9025 FOREST LN,#101,75243,2014-04-08,87,routine
GOURMET CHINA,9025 FOREST LN,#102,75243,2014-04-08,85,routine
S & T FOOD MART,12307 PLANO RD,,75243,2014-04-08,96,routine
WALGREENS #05162,8310 ABRAMS RD,,75243,2014-04-08,97,routine
CHILI'S GRILL & BAR #678,16623 COIT RD,,75248,2014-04-08,81,routine
FAJITTA PETE'S,6090 CAMPBELL RD,#124,75248,2014-04-08,85,routine
ROCKFISH SEAFOOD GRILL #2,7639 CAMPBELL RD,#800,75248,2014-04-08,80,routine
ADVENTURE LANDING,17717 COIT RD,,75252,2014-04-08,91,routine
TEJANO BBQ & MORE,17509 COIT RD,#2,75252,2014-04-08,82,routine
DALLAS CAN ACADEMY CHARTER,325 W TWELTH ST,,75208,2014-04-09,97,routine
LA CALLE DOCE,415 W TWELTH ST,,75208,2014-04-09,63,routine
LA CALLE DOCE BAR & COURTYARD,415 W TWELTH ST,,75208,2014-04-09,97,routine
AMELIA EARHART ELEMENTARY SCHOOL,3531 N WESTMORELAND RD,,75212,2014-04-09,83,routine
LA COCINITA TO GO (INSIDE),4131 N WESTMORELAND RD,100,75212,2014-04-09,87,follow-up
LA VILLITA RESTAURANT,4746 BERNAL DR,,75212,2014-04-09,90,routine
MARTINEZ ELEM SCHOOL,4500 BERNAL DR,,75212,2014-04-09,90,routine
PEPE'S CONVENIENCE STORE,4819 BERNAL DR,,75212,2014-04-09,86,routine
PEPE'S GROCERY DELI,4819 BERNAL DR,,75212,2014-04-09,84,routine
BRAUM'S ICE CREAM #174,10304 LAKE JUNE RD,,75217,2014-04-09,97,routine
SUBWAY,8104 LAKE JUNE RD,,75217,2014-04-09,96,routine
7-11,4438 LEMMON AVE,,75219,2014-04-09,91,routine
KFC,4303 LEMMON AVE,,75219,2014-04-09,87,routine
TALLY WACKERS,4218 LEMMON AVE,,75219,2014-04-09,77,follow-up
WAI KITCHEN,4315 LEMMON AVE,,75219,2014-04-09,86,routine
CASITA GROCERY,2111 W NORTHWEST HWY,,75220,2014-04-09,80,routine
CIGALLOU ELEMENTARY SCHOOL,9990 WEBB CHAPEL RD,,75220,2014-04-09,91,routine
HIELO DEL CIELO (KIOSK),3460 WEBB CHAPEL EXT,,75220,2014-04-09,88,routine
LA SALSA VERDE TAQUERIA,2728 COMMUNITY DR,,75220,2014-04-09,87,follow-up
MARJET LATINA RESTAURANT,9753 WEBB CHAPEL RD,950,75220,2014-04-09,80,routine
MORELIA MEXICAN RESTAURNT,10230 HARRY HINES BLVD,,75220,2014-04-09,75,routine
PAPPADEAUX SEAFOOD,10428 LOMBARDY LN,,75220,2014-04-09,94,routine
TACO EL VIAJERO,9516 WEBB CHAPEL RD,,75220,2014-04-09,71,routine
THE MEN'S CLUB,2340 W NORTHWEST HWY,,75220,2014-04-09,75,routine
LIFE CHARTER SCHOOL,4400 S RL THORNTON FRWY,,75224,2014-04-09,97,routine
LIFE SCHOOL DALLAS - UPPER SCHOOL,4400 S RL THORNTON FRWY,#2,75224,2014-04-09,97,routine
LIFE SCHOOL OF DALLAS 1FLR,4400 S RL THORNTON FRWY,,75224,2014-04-09,95,routine
13584 SAM FOOD AND BEER,2802 ROYAL LN,#101,75229,2014-04-09,87,routine
THOMAS JEFFERSON HIGH SCHOOL,4001 WALNUT HILL LN,,75229,2014-04-09,100,routine
MATTITO'S TEX MEX,7778 FOREST LN,,75230,2014-04-09,87,routine
7-ELEVEN,6881 GREENVILLE AVE,,75231,2014-04-09,91,routine
CC FOOD STORE,7470 GREENVILLE AVE,,75231,2014-04-09,91,routine
GREENVILLE TEXACO-TAQUERIA,7470 GREENVILLE AVE,,75231,2014-04-09,93,routine
FAMILY DOLLAR #1457,1153 W CAMP WISDOM RD,,75232,2014-04-09,92,routine
STOP & SALE FOOD MART,3033 S WESTMORELAND RD,,75233,2014-04-09,80,routine
FAMILY DOLLAR,3249 W CAMP WISDOM RD,,75237,2014-04-09,92,routine
13551 VILLAGES OF LAKE HIGH-KITCHEN,8615 LULLWATER DR,,75238,2014-04-09,94,routine
6727 VILLAGES OF LAKE HIGH-SERVERIES,8615 LULLWATER DR,,75238,2014-04-09,97,routine
SUBWAY,9660 AUDELIA RD,212,75238,2014-04-09,94,routine
TACO BELL,9820 WALNUT HILL LN,,75238,2014-04-09,94,routine
U S ONE STOP FOOD MART,12909 JUPITER RD,,75238,2014-04-09,94,routine
CARILLON CAFE,13601 PRESTON RD,#C-17,75240,2014-04-09,85,routine
EGG ROLL EXPRESS,14050 PEYTON DR,,75240,2014-04-09,76,routine
GREEK ORTHODOX CHURCH,13555 HILLCREST RD,,75240,2014-04-09,97,routine
SMOOTHIE FACTORY,13380 PRESTON RD,,75240,2014-04-09,80,routine
R L THORNTON ELEMENTARY,6011 OLD OX RD,,75241,2014-04-09,97,routine
1ST HERITAGE WAY ADULT DAY-SENIOR LIVING,13521 METHOD ST,,75243,2014-04-09,97,routine
SIMPLY DOSA,7508 AMBASSADOR ROW,,75247,2014-04-09,85,routine
BENT TREE CC 19TH HOLE,5201 WESTGROVE DR,,75248,2014-04-09,84,routine
BENT TREE CC LAKE,5201 WESTGROVE DR,,75248,2014-04-09,88,routine
BENT TREE CC MAIN,5201 WESTGROVE DR,,75248,2014-04-09,81,routine
BENT TREE CC POOL,5201 WESTGROVE DR,,75248,2014-04-09,94,routine
BENT TREE CC TENNIS,5201 WESTGROVE DR,,75248,2014-04-09,89,routine
ROMAN CUCIZA,7989 BELTLINE RD,#315,75248,2014-04-09,91,routine
CENTRAL CAFE,12712 PARK CENTRAL DR,#B100,75251,2014-04-09,90,routine
WINDSOR SENIRO LIVING,7750 LBJ FRWY,,75251,2014-04-09,90,routine
3 FORKS RESTAURANT,17776 DALLAS PKWY,,75287,2014-04-09,85,routine
7-ELEVEN,3976 ROSEMEADE PKWY,,75287,2014-04-09,91,routine
LISA'S DONUTS,3920 ROSEMEADE,160,75287,2014-04-09,82,routine
DALLAS CHOP HOUSE BURGER,1717 MAIN ST,100,75201,2014-04-10,90,routine
PECAN LODGE/SMOKER,1010 S PEARL EXPW,60,75201,2014-04-10,100,routine
CRESCENT COURT HOTEL DELI,400 CRESCENT CT,#150,75201,2014-04-10,81,routine
CRESCENT COURT HOTEL STARBUCKS,400 CRESCENT CT,#201,75201,2014-04-10,91,routine
DALLAS FISH MARKET,1501 MAIN ST,#FL1,75201,2014-04-10,71,routine
HOTEL CRESCENT 2ND FLOOR,400 CRESCENT CT,,75201,2014-04-10,100,routine
HOTEL CRESCENT MAIN,400 CRESCENT CT,,75201,2014-04-10,88,routine
MURPHYS DELI,717 N HARWOOD ST,111,75201,2014-04-10,97,routine
NOBU,400 CRESCENT CT,#300,75201,2014-04-10,82,routine
STARBUCKS COFFEE,400 CRESCENT CT,#400,75201,2014-04-10,91,routine
KROGER BAKERY,4241 CAPITOL AVE,,75204,2014-04-10,100,routine
KROGER CHEESE BAR,4241 CAPITOL AVE,,75204,2014-04-10,100,routine
KROGER DELI,4241 CAPITOL AVE,,75204,2014-04-10,93,routine
KROGER GROCERY/PRODUCE,4241 CAPITOL AVE,,75204,2014-04-10,100,routine
KROGER GROCERY/STARBUCKS,4241 CAPITOL AVE,,75204,2014-04-10,100,routine
KROGER MEAT & SEAFOOD,4241 CAPITOL AVE,,75204,2014-04-10,100,routine
KROGER SUSHI BAR,4241 CAPITOL AVE,,75204,2014-04-10,100,routine
SALATA,3000 BLACKBURN ST,E-150,75204,2014-04-10,96,routine
7-ELEVEN INC,2120 GREENVILLE AVE,,75206,2014-04-10,66,routine
THE OAK CAFE & DELI,400 S ZANG BLVD,LLC30,75208,2014-04-10,89,routine
FIESTA MART #34,3030 S LANCASTER RD,,75208,2014-04-10,86,routine
FIESTA MART #34,3030 S LANCASTER RD,,75208,2014-04-10,89,routine
FIESTA MART #34-MEAT&ROTISSERIES PREP,3030 S LANCASTER RD,,75208,2014-04-10,86,routine
KIM'S ORIENT EXPRESS,311 S ZANG BLVD,,75208,2014-04-10,78,routine
ODDFELLOW'S,316 W SEVENTH ST,,75208,2014-04-10,82,follow-up
TILLMAN'S CORNER RESTAURANT,324 W SEVENTH ST,,75208,2014-04-10,81,routine
C-STORE #12,4040 CEDAR SPRINGS RD,,75219,2014-04-10,86,routine
COMPANY CAFE ON THE TRAIL,3136 ROUTH ST,,75219,2014-04-10,79,routine
EL EMPERADOR,10229 HARRY HINES BLVD,,75220,2014-04-10,90,routine
JACK'S MARK II LOUNGE,10865 HARRY HINES BLVD,,75220,2014-04-10,97,routine
KALUA DISCOTHEQUE,2435 W NORTHWEST HWY,#101,75220,2014-04-10,84,routine
LA BARE II,2102 W NORTHWEST HWY,,75220,2014-04-10,91,routine
RODEO MEDIA NOCHE,10883 HARRY HINES BLVD,,75220,2014-04-10,90,routine
TAQUERIA GARIBALDI,3383 LOMBARDY LN,B,75220,2014-04-10,91,routine
EDGEMERE KITCHEN,8523 THACKERY ST,,75225,2014-04-10,90,routine
EDGEMERE UPSTAIRS,8523 THACKERY ST,,75225,2014-04-10,90,routine
MIMI'S PIZZERIA,6807 W NORTHWEST HWY,,75225,2014-04-10,90,routine
BUY LOW II,8224 PARK LN,#140,75231,2014-04-10,91,routine
DONUT PALACE,8270 ABRAMS RD,,75231,2014-04-10,91,routine
TOP AFRICAN POT MARKET,8224 PARK LN,#118,75231,2014-04-10,87,routine
FAMILY DOLLAR STORE OF TEXAS #8276,8550 S POLK ST,,75232,2014-04-10,92,routine
WM H ATWELL JR HIGH,1303 REYNOLDSTON LN,,75233,2014-04-10,97,routine
AMERICAN AIRLINES SNACK BAR,8040 AVIATION PL,#31,75235,2014-04-10,93,routine
SUSHI TIME,1638 W MOCKINGBIRD LN,,75235,2014-04-10,60,routine
TACO BELL #366,2972 W WHEATLAND RD,,75237,2014-04-10,94,routine
CVS PHARMACY #5894,13033 COIT RD,,75240,2014-04-10,94,routine
BARNES & NOBLE CAFE,5301 BELTLINE RD,#118,75240,2014-04-10,93,routine
JERSEY JOE'S DELI,15340 DALLAS PKWY,,75240,2014-04-10,84,routine
GOLDEN CROWN BBQ - BBQ KITCHEN,9780 WALNUT ST,#360T,75243,2014-04-10,89,routine
GOLDEN CROWN BBQ - REGULAR KITCHEN,9780 WALNUT ST,#360C,75243,2014-04-10,85,routine
H K BAKERY,9780 WALNUT ST,#360A,75243,2014-04-10,86,routine
HIEP PHONG SUPERMARKET,10560 WALNUT ST,#1100,75243,2014-04-10,81,follow-up
HONG KONG CHE,9780 WALNUT ST,#360B,75243,2014-04-10,81,routine
DONALD H SHEFFIELD GR 4-6,18110 KELLY BLVD,,75252,2014-04-10,93,routine
BOSTON MARKET #584,14750 PRESTON RD,,75254,2014-04-10,91,routine
PECAN LODGE,1010 S PEARL EXPW,60,75201,2014-04-11,97,routine
LA POPULAR TAMALES HOUSE,1010 S PEARL EXPW,,75201,2014-04-11,97,routine
THE FUDGE MAKERS,1010 S PEARL EXPW,,75201,2014-04-11,100,routine
KROGER #518 BAKERY/ WINE,5665 E MOCKINGBIRD LN,,75206,2014-04-11,93,routine
KROGER #518 CHEF STATION,5665 E MOCKINGBIRD LN,,75206,2014-04-11,100,routine
KROGER #518 DELI,5665 E MOCKINGBIRD LN,,75206,2014-04-11,78,routine
KROGER #518 GROCERY/PRODUCE,5665 E MOCKINGBIRD LN,,75206,2014-04-11,87,routine
KROGER #518 MEAT/SEAFOOD,5665 E MOCKINGBIRD LN,,75206,2014-04-11,89,routine
KROGER #518 STARBUCKS,5665 E MOCKINGBIRD LN,,75206,2014-04-11,100,routine
KROGER #518/ AFC SUSHI,5665 E MOCKINGBIRD LN,,75206,2014-04-11,88,routine
7-ELEVEN #35416,750 N RIVERFRONT BLVD,,75207,2014-04-11,93,routine
ELMER'S #6,234 S RIVERFRONT BLVD,,75207,2014-04-11,80,routine
ELMER'S 117,2101 S RIVERFRONT BLVD,,75207,2014-04-11,94,routine
JACK IN THE BOX 4820,190 CONTINENTAL AVE,,75207,2014-04-11,84,routine
SOUTHERN MAID DONUTS,801 N RIVERFRONT BLVD,#200,75207,2014-04-11,85,routine
SUBWAY SANDWICHES,111 CONTINENTAL AVE,600,75207,2014-04-11,90,routine
WB RIVERFRONT SHELL,707 N RIVERFRONT BLVD,,75207,2014-04-11,92,routine
SUPER FIESTA ICE CREAM,712 S WALTON WALKER BLVD,,75211,2014-04-11,77,routine
FRUTERIA GUERRERO,712 S WALTON WALKER BLVD,#12-N,75211,2014-04-11,88,routine
FRUTERIAS CANO,712 S WALTON WALKER BLVD,#11-A,75211,2014-04-11,86,routine
LA CHIHUAHUITA,712 S WALTON WALKER BLVD,11-S,75211,2014-04-11,77,routine
OVERSEA MARKET #1,1101 S WALTON WALKER BLVD,#101,75211,2014-04-11,77,routine
TORTERIA POTOSINA,712 S WALTON WALKER BLVD,#12A,75211,2014-04-11,76,routine
CATRACHITO RESTAURANT,9458 MARSH LN,,75220,2014-04-11,82,routine
DOUBLEWIDE BAR,3510 COMMERCE ST,,75226,2014-04-11,86,routine
THE BOILER ROOM,2723 ELM ST,,75226,2014-04-11,89,routine
THE QUIXOTIC WORLD,2824 MAIN ST,,75226,2014-04-11,92,routine
LA PERLA,11363 DENTON DR,#207,75229,2014-04-11,83,routine
FOREST DONUT,7726 FOREST LN,,75230,2014-04-11,80,follow-up
EINSTEIN BROS BAGELS,6011 ROYAL LN,,75230,2014-04-11,87,follow-up
HEB CENTRAL MARKET BAKERY,10720 PRESTON RD,#1018,75230,2014-04-11,90,routine
HEB CENTRAL MARKET GROCERY/PRODUCE,10720 PRESTON RD,#1018,75230,2014-04-11,93,routine
HEB CENTRAL MKT/DELI,10720 PRESTON RD,#1018,75230,2014-04-11,83,routine
HEB CENTRAL MKT/FISH,10720 PRESTON RD,#1018,75230,2014-04-11,91,routine
HEB CENTRAL MKT/JUICE,10720 PRESTON RD,#1018,75230,2014-04-11,100,routine
DAVID W. CARTER HIGH SCHOOL,1819 W WHEATLAND RD,,75232,2014-04-11,97,routine
TIGER MART #35,7110 S COCKRELL HILL RD,,75236,2014-04-11,96,routine
THE COCKPIT,9454 MARSH LN,,75250,2014-04-11,94,routine
HANA FUJI SUSHI,1800 N HENDERSON AVE,,75206,2014-04-13,100,routine
SPROUTS FARMERS MARKET,1800 N HENDERSON AVE,,75206,2014-04-13,87,routine
SPROUTS FARMERS MARKET DELI/BAKERY,1800 N HENDERSON AVE,,75206,2014-04-13,82,routine
SPROUTS FARMERS MARKET MEAT & SEAFOOD,1800 N HENDERSON AVE,,75206,2014-04-13,96,routine
7-ELEVEN #35386,2503 LEMMON AVE,,75204,2014-04-14,94,routine
BOXWOOD TAP AND GRILL,2901 THOMAS AVE,,75204,2014-04-14,93,routine
NODDING DONKEY,2900 THOMAS AVE,,75204,2014-04-14,94,routine
PIZZA INN,4304 LIVE OAK ST,,75204,2014-04-14,94,routine
COURTYARD BY MARRIOTT,2150 MARKET CENTER BLVD,,75207,2014-04-14,96,routine
DAYS INN,2026 N MARKET CENTER BLVD,,75207,2014-04-14,92,routine
JAMUNA TRADING,1959 N STEMMONS FRWY,,75207,2014-04-14,91,routine
CROWN BUFFET,1350 N HAMPTON RD,,75208,2014-04-14,79,routine
HAMPTON SHELL,509 N HAMPTON RD,,75208,2014-04-14,96,routine
SALON LAS AMERICAS,1004 FORT WORTH AVE,,75208,2014-04-14,93,routine
SOUTHERN MAID DONUTS,937 W DAVIS ST,,75208,2014-04-14,70,routine
THE FOUNDERY,2303 PITTMAN ST,B,75208,2014-04-14,91,routine
GATEWAY #2,1739 ST AUGUSTINE RD,,75217,2014-04-14,93,routine
POLLY'S BREAKFAST & LUNCH TO GO,7812 S LOOP 12,,75217,2014-04-14,94,follow-up
SSS INTERNATIONAL INC,6921 LAKE JUNE RD,,75217,2014-04-14,100,routine
EATZI'S,3403 OAK LAWN AVE,,75219,2014-04-14,95,routine
EATZI'S DELI,3403 OAK LAWN AVE,,75219,2014-04-14,97,routine
EATZI'S MARKET BAKERY,3403 OAK LAWN AVE,,75219,2014-04-14,93,routine
EATZI'S MARKET CHEF CAFE,3403 OAK LAWN AVE,,75219,2014-04-14,92,routine
EATZI'S MARKET COOKLINE,3403 OAK LAWN AVE,,75219,2014-04-14,82,routine
EATZI'S MARKET GRILL,3403 OAK LAWN AVE,,75219,2014-04-14,90,routine
EATZI'S MARKET PRODUCE,3403 OAK LAWN AVE,,75219,2014-04-14,100,routine
EATZI'S MARKET SANDWICH,3403 OAK LAWN AVE,,75219,2014-04-14,91,routine
CHICK-FIL-A,8687 N CENTRAL EXPW,2386,75225,2014-04-14,94,routine
BLUE BIRD,11434 EMERALD ST,#106,75229,2014-04-14,90,routine
COOL ZONE BEVERAGE,11368 EMERALD ST,,75229,2014-04-14,87,routine
D OFFICE,11353 EMERALD ST,100,75229,2014-04-14,90,routine
DALDONGNAE RESTAURANT,11445 EMERALD ST,#109,75229,2014-04-14,90,routine
LAS HADAS MEXICAN & SEAFOOD,11311 HARRY HINES BLVD,#601,75229,2014-04-14,87,routine
REAL MEXICAN TACOS,11368 EMERALD ST,,75229,2014-04-14,85,follow-up
YUN TAN GIL,11445 EMERALD ST,120,75229,2014-04-14,91,routine
QUICK SPOT,6666 SKILLMAN ST,,75231,2014-04-14,94,routine
VIVA FOOD MARKET,6760 SHADY BROOK LN,,75231,2014-04-14,94,routine
MIDWAY POINT,12801 MIDWAY RD,#503,75234,2014-04-14,76,routine
POPEYES,3561 FOREST LN,,75234,2014-04-14,94,routine
SONIC DRIVE IN,3555 FOREST LN,,75234,2014-04-14,93,routine
DUNSTON'S STEAKHOUSE,8526 HARRY HINES BLVD,,75235,2014-04-14,80,follow-up
JAROCHOS MARKET TAQUERIA Y BAKERY,7406 HARRY HINES BLVD,,75235,2014-04-14,82,follow-up
JIMMY JOHNS GOURMET SANDWICHES,2222 MEDICAL DISTRICT DR,#200,75235,2014-04-14,87,routine
LA MICHOACANA GROCERY,9850 WALNUT HILL LN,224,75238,2014-04-14,87,routine
LA MICHOACANA MEAT MARKET,9850 WALNUT HILL LN,224,75238,2014-04-14,91,routine
LA MICHOACANA TAQUERIA,9850 WALNUT HILL LN,224,75238,2014-04-14,90,routine
BLACKEYED PEA,7979 BELTLINE RD,#2064,75240,2014-04-14,82,routine
OSHII TOKYO,13331 PRESTON RD,#1046,75240,2014-04-14,82,routine
SUBWAY,13331 PRESTON RD,1036,75240,2014-04-14,94,routine
DALLAS FAIRFIELD INN,9230 LBJ FRWY,,75243,2014-04-14,97,routine
DALLAS HOMEWOOD SUITES,9169 MARKVILLE DR,,75243,2014-04-14,93,routine
JACK IN THE BOX,12330 GREENVILLE AVE,,75243,2014-04-14,88,routine
KAZY'S GOURMET SHOP,9256 MARKVILLE DR,,75243,2014-04-14,93,routine
EL HOYO,4822 GASTON AVE,,75246,2014-04-14,86,routine
GIOVANNI CAFE,1420 W MOCKINGBIRD LN,#105,75247,2014-04-15,96,routine
DUDE SWEET CHOCOLATE,1340 INWOOD RD,,75247,2014-04-15,94,routine
HOLIDAY INN EXPRESS & SUITES,1521 INWOOD RD,,75247,2014-04-15,93,routine
LA QUNITA BREAKFAST BAR,8300 JOHN W CARPENTER FRWY,,75247,2014-04-15,97,routine
RAMADA INN,1575 REGAL ROW,,75247,2014-04-15,96,routine
STARBUCKS COFFEE #10648,1103 W MOCKINGBIRD LN,,75247,2014-04-15,97,routine
SUBWAY,306 S RECORD ST,,75201,2014-04-16,97,routine
SUBWAY,1222 COMMERCE ST,150,75202,2014-04-16,100,routine
LENNY'S SUB SHOP,1300 JACKSON ST,#100,75202,2014-04-16,97,routine
SWEET SENSATIONS,1701 N MARKET ST,#155,75202,2014-04-16,100,routine
ADULT REHABILITATION MINISTRIES,1128 SABINE ST,,75203,2014-04-16,83,routine
FUDDRUCKERS,5500 GREENVILLE AVE,#505,75206,2014-04-16,81,routine
GENGHIS GRILL,5500 GREENVILLE AVE,#402,75206,2014-04-16,73,routine
JACKI'S GOURMET,5601 SEARS ST,,75206,2014-04-16,86,routine
"INWOOD ESTATES VINEYARDS, INC",1350 MANUFACTURING,209,75207,2014-04-16,100,routine
7-ELEVEN #34120,1295 W COMMERCE ST,,75208,2014-04-16,96,routine
LA ACADEMIA DE ESTRELLA CHARTER SCH,125 SUNSET AVE,213,75208,2014-04-16,100,routine
TEXAS LANGUAGE CHARTER S,831 W TENTH ST,,75208,2014-04-16,100,routine
EDEN,4416 W LOVERS LN,,75209,2014-04-16,82,routine
MCDONALDS,5722 W LOVERS LN,,75209,2014-04-16,90,routine
DEL NORTE BAKERY #4,3210 FALLS DR,,75211,2014-04-16,94,routine
FAMILY DOLLAR #1336,3230 FALLS DR,,75211,2014-04-16,85,routine
L V STOCKARD SCHOOL,2300 S RAVINIA DR,,75211,2014-04-16,89,routine
LAS CHAMOYADA,3223 DAWES DR,,75211,2014-04-16,60,routine
LELIA P COWART SCHOOL,1515 S RAVINIA DR,,75211,2014-04-16,90,routine
LITTLE CAESARS PIZZA,3220 FALLS DR,3,75211,2014-04-16,91,routine
7-ELEVEN #35405,3716 MAPLE AVE,,75219,2014-04-16,87,routine
